IDPOL,INIVIG,Año,Mes,Tipo,Sexo_Titular,Sexo_Adjunto,ECON_Titular,ECON_Adjunto,Status_Titular,Status_Adjunto,PROD,SAF,SAD,CREC,%CREC,COB,PAG,DIV,MON,SIT,F_GAR
27360,08/09/2026,2026,9,Último Superviviente,F,F,37,46,NFND,NFND,T,10000,NA,NA,NA,10,10,NA,MXN,Normal,NA
27367,08/09/2026,2026,9,Vida Conjunta,M,F,37,29,NFND,FND,V,66240,NA,FIJO,0.024,NA,9,NA,MXN,Normal,NA
27358,08/09/2026,2026,9,Vida Conjunta,M,M,53,54,FND,FND,V,1459400,NA,NA,NA,NA,49,NA,MXN,Normal,NA
27357,08/09/2026,2026,9,Vida Conjunta,F,F,28,37,NFND,NFND,T,153720,NA,NA,NA,15,15,NA,MXN,Normal,NA
27356,08/09/2026,2026,9,Individual,F,M,36,36,NFND,FD,T,205290,NA,NA,NA,20,14,NA,USD,Normal,NA
27355,08/09/2026,2026,9,Vida Conjunta,M,F,36,44,FND,NFD,DM,329230,329230,NA,NA,15,15,SI,MXN,Normal,NA
27354,08/09/2026,2026,9,Individual,M,M,44,44,NFND,NFND,V,382200,NA,NA,NA,NA,61,NA,UDI,Normal,NA
27353,08/09/2026,2026,9,Último Superviviente,F,F,42,46,FND,FD,T,3617550,NA,NA,NA,15,1,NA,MXN,Normal,NA
27352,08/09/2026,2026,9,Individual,M,M,29,24,NFND,NFD,T,160610,NA,NA,NA,10,7,NA,MXN,Normal,NA
27359,08/09/2026,2026,9,Individual,M,M,41,34,NFD,NFD,DM,177750,177750,NA,NA,15,15,SI,MXN,Normal,NA
27384,09/09/2026,2026,9,Individual,M,F,42,42,NFND,FND,V,56940,NA,NA,NA,NA,1,NA,USD,Normal,NA
27383,09/09/2026,2026,9,Individual,F,M,46,46,NFND,FND,V,8000000,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27382,09/09/2026,2026,9,Vida Conjunta,M,F,32,32,NFD,NFD,T,131090,NA,NA,NA,5,5,NA,MXN,Normal,NA
27381,09/09/2026,2026,9,Vida Conjunta,M,F,59,59,NFND,NFND,V,88250,NA,NA,NA,NA,15,NA,MXN,Normal,NA
27380,09/09/2026,2026,9,Individual,M,F,55,55,FND,FND,DM,256810,256810,NA,NA,20,14,SI,MXN,Normal,NA
27379,09/09/2026,2026,9,Individual,F,M,33,30,NFD,FND,T,1148200,NA,FIJO,0.024,5,2,NA,MXN,Normal,NA
27378,09/09/2026,2026,9,Vida Conjunta,M,M,46,39,NFND,NFD,V,1002260,NA,NA,NA,NA,13,NA,MXN,Normal,NA
27377,09/09/2026,2026,9,Individual,F,M,56,56,NFND,FD,V,298210,NA,NA,NA,NA,39,NA,USD,Normal,NA
27375,09/09/2026,2026,9,Individual,M,F,30,31,NFD,FD,T,1142790,NA,NA,NA,5,3,NA,MXN,Normal,NA
27374,09/09/2026,2026,9,Individual,F,M,19,19,NFND,NFND,T,250440,NA,NA,NA,20,20,NA,MXN,Normal,NA
27373,09/09/2026,2026,9,Individual,M,M,52,57,FND,FND,V,2249180,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27372,09/09/2026,2026,9,Vida Conjunta,M,M,47,47,NFND,NFD,V,2076350,NA,NA,NA,NA,31,NA,MXN,Normal,NA
27371,09/09/2026,2026,9,Vida Conjunta,M,F,48,48,FD,FD,T,340920,NA,NA,NA,5,5,NA,MXN,Normal,NA
27370,09/09/2026,2026,9,Vida Conjunta,F,M,41,47,NFD,NFD,V,53280,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27369,09/09/2026,2026,9,Individual,M,F,49,49,NFD,NFD,V,376310,NA,NA,NA,NA,20,NA,MXN,Normal,NA
27376,09/09/2026,2026,9,Individual,M,M,25,35,NFND,NFND,T,194460,NA,NA,NA,20,1,NA,MXN,Normal,NA
27393,10/09/2026,2026,9,Vida Conjunta,M,F,34,34,NFND,NFND,DM,444880,444880,NA,NA,15,1,SI,MXN,Normal,NA
27397,10/09/2026,2026,9,Último Superviviente,F,M,38,38,NFND,NFND,V,146000,NA,NA,NA,NA,56,NA,MXN,Normal,NA
27396,10/09/2026,2026,9,Individual,M,F,56,53,NFND,NFND,V,3660300,NA,NA,NA,NA,51,NA,MXN,Normal,NA
27395,10/09/2026,2026,9,Vida Conjunta,M,F,41,41,NFND,NFND,V,1475110,NA,NA,NA,NA,23,NA,USD,Normal,NA
27394,10/09/2026,2026,9,Individual,F,M,41,45,FD,NFND,T,448690,NA,VARIABLE,0.03,10,7,NA,MXN,Normal,NA
27392,10/09/2026,2026,9,Individual,F,M,41,49,FD,FD,T,629560,NA,NA,NA,5,5,NA,MXN,Normal,NA
27388,10/09/2026,2026,9,Individual,F,M,35,36,FND,FD,T,35910,NA,FIJO,0.043,10,10,NA,MXN,Normal,NA
27390,10/09/2026,2026,9,Individual,F,M,37,39,FD,FND,DM,5403280,5403280,NA,NA,10,1,SI,MXN,Normal,NA
27389,10/09/2026,2026,9,Individual,M,F,44,51,NFND,NFND,DM,372110,308660,NA,NA,10,10,SI,MXN,Normal,NA
27391,10/09/2026,2026,9,Individual,F,F,35,36,NFND,NFND,T,1079850,NA,NA,NA,20,18,NA,MXN,Normal,NA
27387,10/09/2026,2026,9,Individual,M,F,25,18,NFND,NFND,DM,228480,Última,VARIABLE,0.037,10,10,SI,MXN,Normal,NA
27386,10/09/2026,2026,9,Individual,M,M,38,38,NFND,FND,T,1005100,NA,FIJO,0.039,15,2,NA,MXN,Normal,NA
27385,10/09/2026,2026,9,Individual,M,F,33,33,NFD,NFD,T,948730,NA,NA,NA,20,20,NA,MXN,Normal,NA
27414,11/09/2026,2026,9,Individual,M,F,34,26,NFND,NFND,T,64460,NA,NA,NA,10,1,NA,MXN,Normal,NA
27413,11/09/2026,2026,9,Vida Conjunta,F,M,40,40,NFND,NFND,T,124270,NA,NA,NA,10,10,NA,UDI,Normal,NA
27412,11/09/2026,2026,9,Individual,F,M,31,31,NFD,NFD,T,145720,NA,NA,NA,20,20,NA,MXN,Normal,NA
27411,11/09/2026,2026,9,Individual,F,F,38,28,FND,FND,T,1330310,NA,NA,NA,5,5,NA,MXN,Normal,NA
27410,11/09/2026,2026,9,Individual,F,M,53,50,NFND,FD,DM,990840,990840,NA,NA,10,10,SI,MXN,Normal,NA
27409,11/09/2026,2026,9,Vida Conjunta,M,F,34,40,NFD,NFD,T,130060,NA,NA,NA,15,11,NA,UDI,Normal,NA
27408,11/09/2026,2026,9,Individual,F,M,53,53,NFND,NFD,V,55370,NA,NA,NA,NA,20,NA,MXN,Normal,NA
27407,11/09/2026,2026,9,Individual,F,F,43,40,NFND,NFND,V,5531580,NA,NA,NA,NA,9,NA,MXN,Normal,NA
27415,11/09/2026,2026,9,Vida Conjunta,M,F,33,30,FD,FND,T,692610,NA,NA,NA,15,15,NA,MXN,Normal,NA
27405,11/09/2026,2026,9,Individual,F,F,47,37,NFND,NFND,V,757990,NA,VARIABLE,0.034,NA,33,NA,UDI,Normal,NA
27404,11/09/2026,2026,9,Vida Conjunta,M,M,43,43,NFND,NFND,T,441750,NA,NA,NA,20,1,NA,MXN,Normal,NA
27403,11/09/2026,2026,9,Individual,F,M,40,34,NFD,NFD,T,10000,NA,NA,NA,10,8,NA,MXN,Normal,NA
27402,11/09/2026,2026,9,Individual,F,F,45,45,FND,FND,DM,816880,816880,NA,NA,5,2,SI,UDI,Normal,NA
27401,11/09/2026,2026,9,Último Superviviente,M,F,44,44,NFD,NFD,V,159100,NA,NA,NA,NA,65,NA,MXN,Normal,NA
27400,11/09/2026,2026,9,Individual,F,F,21,18,FND,FD,T,810950,NA,NA,NA,20,19,NA,USD,Normal,NA
27399,11/09/2026,2026,9,Individual,F,M,42,43,NFND,NFND,DM,400020,Última,VARIABLE,0.024,25,1,SI,MXN,Normal,NA
27398,11/09/2026,2026,9,Individual,M,M,32,37,NFND,NFND,T,240730,NA,NA,NA,5,1,NA,UDI,Normal,NA
27406,11/09/2026,2026,9,Individual,F,M,31,33,NFD,FND,T,8000000,NA,NA,NA,10,10,NA,MXN,Normal,NA
27428,12/09/2026,2026,9,Vida Conjunta,F,F,40,39,NFND,NFND,DM,3207860,3207860,NA,NA,5,5,SI,UDI,Normal,NA
27427,12/09/2026,2026,9,Último Superviviente,F,M,36,41,FND,FND,T,170570,NA,NA,NA,25,16,NA,UDI,Normal,NA
27426,12/09/2026,2026,9,Individual,M,F,44,44,NFND,NFND,DM,134130,Última,FIJO,0.04,5,5,SI,MXN,Normal,NA
27425,12/09/2026,2026,9,Individual,F,M,39,39,NFND,NFND,DM,369390,Última,VARIABLE,0.027,20,1,SI,MXN,Normal,NA
27424,12/09/2026,2026,9,Último Superviviente,F,F,46,54,NFND,NFND,DM,536800,536800,NA,NA,25,1,SI,MXN,Normal,NA
27423,12/09/2026,2026,9,Individual,F,M,58,61,NFD,FD,V,1558840,NA,NA,NA,NA,34,NA,MXN,Normal,NA
27422,12/09/2026,2026,9,Vida Conjunta,F,M,46,46,FD,FD,T,1453750,NA,NA,NA,20,20,NA,MXN,Normal,NA
27420,12/09/2026,2026,9,Individual,F,M,34,35,FND,FD,T,213090,NA,NA,NA,5,2,NA,MXN,Normal,NA
27419,12/09/2026,2026,9,Individual,M,M,48,56,NFND,NFND,DM,305110,305110,NA,NA,20,8,SI,MXN,Normal,NA
27418,12/09/2026,2026,9,Individual,M,F,36,32,FND,FND,DM,149120,149120,NA,NA,20,20,SI,MXN,Normal,NA
27417,12/09/2026,2026,9,Individual,F,M,33,33,NFND,NFND,DM,219970,219970,NA,NA,5,3,SI,MXN,Normal,NA
27416,12/09/2026,2026,9,Individual,M,F,51,56,NFD,FND,V,276290,NA,NA,NA,NA,2,NA,UDI,Normal,NA
27421,12/09/2026,2026,9,Vida Conjunta,M,F,27,31,NFND,NFND,T,1290150,NA,NA,NA,20,20,NA,MXN,Normal,NA
27440,13/09/2026,2026,9,Individual,M,F,45,45,NFND,NFND,V,1792410,NA,NA,NA,NA,53,NA,MXN,Normal,NA
27449,13/09/2026,2026,9,Individual,F,M,52,53,FND,FND,V,185620,NA,NA,NA,NA,11,NA,USD,Normal,NA
27448,13/09/2026,2026,9,Individual,M,F,39,45,NFND,NFD,DM,264160,264160,NA,NA,15,15,SI,MXN,Normal,NA
27447,13/09/2026,2026,9,Vida Conjunta,F,M,44,38,NFD,FD,V,304890,NA,NA,NA,NA,52,NA,UDI,Normal,NA
27446,13/09/2026,2026,9,Individual,F,M,28,28,NFD,NFND,DM,649170,649170,NA,NA,20,20,SI,MXN,Normal,NA
27444,13/09/2026,2026,9,Individual,F,M,59,59,FND,FD,T,423620,NA,NA,NA,20,1,NA,MXN,Normal,NA
27443,13/09/2026,2026,9,Último Superviviente,M,F,43,41,NFND,NFD,T,107420,NA,NA,NA,10,1,NA,MXN,Normal,NA
27442,13/09/2026,2026,9,Individual,F,M,51,54,FND,FND,V,191350,NA,NA,NA,NA,51,NA,MXN,Normal,NA
27441,13/09/2026,2026,9,Individual,F,M,50,50,NFD,NFND,V,443950,NA,NA,NA,NA,35,NA,MXN,Normal,NA
27439,13/09/2026,2026,9,Último Superviviente,F,F,36,36,FND,FND,T,223360,NA,FIJO,0.035,10,3,NA,MXN,Normal,NA
27445,13/09/2026,2026,9,Último Superviviente,M,M,48,43,NFND,FND,T,305330,NA,NA,NA,10,9,NA,MXN,Normal,NA
27437,13/09/2026,2026,9,Individual,F,M,32,29,NFND,FND,T,617790,NA,NA,NA,20,15,NA,MXN,Normal,NA
27436,13/09/2026,2026,9,Individual,M,F,31,31,NFND,FND,T,53720,NA,NA,NA,10,10,NA,MXN,Normal,NA
27435,13/09/2026,2026,9,Vida Conjunta,F,M,39,46,NFND,NFND,T,567400,NA,NA,NA,20,1,NA,MXN,Normal,NA
27434,13/09/2026,2026,9,Vida Conjunta,M,F,38,40,NFND,FND,T,284830,NA,NA,NA,10,10,NA,MXN,Normal,NA
27433,13/09/2026,2026,9,Último Superviviente,M,F,30,33,NFND,FND,DM,137870,137870,NA,NA,15,15,SI,MXN,Normal,NA
27438,13/09/2026,2026,9,Individual,M,F,51,60,NFND,NFND,T,314180,NA,NA,NA,10,1,NA,MXN,Normal,NA
27432,13/09/2026,2026,9,Individual,F,M,43,43,NFND,NFD,DM,111700,111700,NA,NA,25,6,SI,MXN,Normal,NA
27431,13/09/2026,2026,9,Individual,M,M,49,49,NFD,FND,V,424090,NA,NA,NA,NA,47,NA,MXN,Normal,NA
27430,13/09/2026,2026,9,Vida Conjunta,F,M,46,55,NFND,NFND,V,2748690,NA,VARIABLE,0.01,NA,57,NA,MXN,Normal,NA
27429,13/09/2026,2026,9,Individual,M,F,38,35,NFD,FND,DM,219610,219610,NA,NA,15,1,SI,MXN,Normal,NA
27457,14/09/2026,2026,9,Individual,M,F,38,47,NFD,NFD,T,216180,NA,NA,NA,10,5,NA,MXN,Normal,NA
27456,14/09/2026,2026,9,Individual,M,F,55,52,FD,NFND,T,2452640,NA,NA,NA,10,1,NA,MXN,Normal,NA
27455,14/09/2026,2026,9,Individual,F,F,25,18,NFD,NFD,T,1139080,NA,NA,NA,10,1,NA,MXN,Saldado,2027-09-14
27454,14/09/2026,2026,9,Vida Conjunta,M,F,36,37,NFND,FND,T,33970,NA,NA,NA,15,15,NA,MXN,Normal,NA
27451,14/09/2026,2026,9,Individual,M,F,49,49,NFD,FND,T,2033400,NA,NA,NA,15,15,NA,MXN,Normal,NA
27452,14/09/2026,2026,9,Individual,F,M,24,24,FND,FND,T,199880,NA,NA,NA,10,10,NA,MXN,Normal,NA
27450,14/09/2026,2026,9,Vida Conjunta,M,F,37,35,FND,NFD,T,488320,NA,NA,NA,10,10,NA,MXN,Normal,NA
27453,14/09/2026,2026,9,Último Superviviente,F,F,53,63,NFD,NFND,V,586030,NA,FIJO,0.01,NA,57,NA,MXN,Normal,NA
27465,15/09/2026,2026,9,Individual,M,F,47,49,NFND,NFD,T,1915540,NA,NA,NA,5,3,NA,MXN,Normal,NA
27470,15/09/2026,2026,9,Individual,M,M,32,28,NFND,NFD,T,3178710,NA,NA,NA,15,1,NA,MXN,Normal,NA
27468,15/09/2026,2026,9,Individual,M,F,57,51,NFND,FD,V,1201040,NA,NA,NA,NA,49,NA,MXN,Normal,NA
27467,15/09/2026,2026,9,Vida Conjunta,F,F,30,30,NFND,NFND,T,85200,NA,NA,NA,20,20,NA,MXN,Normal,NA
27466,15/09/2026,2026,9,Individual,F,M,18,18,NFND,FND,T,164230,NA,NA,NA,10,1,NA,MXN,Normal,NA
27464,15/09/2026,2026,9,Individual,F,M,43,38,NFND,NFND,DM,363370,Última,VARIABLE,0.035,5,4,SI,MXN,Normal,NA
27469,15/09/2026,2026,9,Vida Conjunta,F,F,53,50,FND,FD,T,1568510,NA,FIJO,0.033,10,10,NA,MXN,Normal,NA
27462,15/09/2026,2026,9,Individual,F,M,34,31,NFND,NFND,DM,1940220,Última,FIJO,0.03,5,4,SI,MXN,Normal,NA
27461,15/09/2026,2026,9,Vida Conjunta,F,F,51,51,FND,NFD,V,1352360,NA,NA,NA,NA,11,NA,MXN,Normal,NA
27460,15/09/2026,2026,9,Individual,M,F,45,47,NFD,NFD,T,365200,NA,NA,NA,15,15,NA,MXN,Normal,NA
27459,15/09/2026,2026,9,Individual,M,F,49,49,NFND,NFND,T,1038650,NA,NA,NA,20,1,NA,MXN,Normal,NA
27458,15/09/2026,2026,9,Individual,M,M,49,47,NFND,NFND,T,98070,NA,NA,NA,25,15,NA,MXN,Normal,NA
27463,15/09/2026,2026,9,Individual,F,F,38,38,FD,NFND,T,759130,NA,NA,NA,15,8,NA,MXN,Normal,NA
27483,16/09/2026,2026,9,Último Superviviente,M,F,51,43,NFND,FND,V,656450,NA,NA,NA,NA,40,NA,MXN,Saldado,2064-09-16
27482,16/09/2026,2026,9,Individual,F,F,50,50,FND,FND,V,765680,NA,NA,NA,NA,16,NA,MXN,Normal,NA
27480,16/09/2026,2026,9,Vida Conjunta,F,M,52,43,NFND,NFND,T,639100,NA,NA,NA,10,10,NA,UDI,Normal,NA
27479,16/09/2026,2026,9,Individual,F,M,46,46,NFD,FD,DM,758570,758570,NA,NA,10,10,SI,MXN,Normal,NA
27478,16/09/2026,2026,9,Individual,F,F,58,58,NFND,NFND,V,782500,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27477,16/09/2026,2026,9,Individual,F,M,52,52,NFD,NFD,V,619340,NA,NA,NA,NA,1,NA,UDI,Normal,NA
27481,16/09/2026,2026,9,Individual,F,M,48,38,FND,FD,DM,314520,314520,NA,NA,5,3,SI,MXN,Normal,NA
27475,16/09/2026,2026,9,Vida Conjunta,F,F,29,29,FD,NFND,T,1608750,NA,NA,NA,15,1,NA,MXN,Normal,NA
27474,16/09/2026,2026,9,Individual,F,M,40,33,FD,FD,T,329710,NA,NA,NA,15,1,NA,MXN,Normal,NA
27473,16/09/2026,2026,9,Individual,F,M,40,40,NFD,FD,T,61460,NA,NA,NA,10,10,NA,MXN,Normal,NA
27472,16/09/2026,2026,9,Individual,M,M,45,35,NFND,FD,T,121420,NA,NA,NA,10,10,NA,MXN,Normal,NA
27471,16/09/2026,2026,9,Vida Conjunta,F,M,44,44,NFD,NFND,V,2074710,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27476,16/09/2026,2026,9,Individual,M,M,48,48,NFD,NFD,T,700690,NA,FIJO,0.013,15,15,NA,UDI,Normal,NA
27493,17/09/2026,2026,9,Vida Conjunta,M,M,46,42,FND,NFD,T,1855650,NA,NA,NA,5,2,NA,MXN,Normal,NA
27492,17/09/2026,2026,9,Individual,F,M,40,40,NFND,FD,DM,179150,179150,NA,NA,5,4,SI,USD,Normal,NA
27491,17/09/2026,2026,9,Individual,F,F,42,47,NFND,NFND,V,154120,NA,NA,NA,NA,26,NA,MXN,Normal,NA
27490,17/09/2026,2026,9,Individual,M,F,40,43,NFND,NFND,V,58790,NA,VARIABLE,0.037,NA,58,NA,MXN,Normal,NA
27489,17/09/2026,2026,9,Individual,M,F,53,50,NFND,NFND,T,129140,NA,NA,NA,5,5,NA,MXN,Normal,NA
27488,17/09/2026,2026,9,Individual,M,M,50,51,NFND,NFND,V,149200,NA,VARIABLE,0.018,NA,21,NA,MXN,Normal,NA
27486,17/09/2026,2026,9,Individual,M,F,29,29,NFND,NFND,T,105920,NA,NA,NA,15,15,NA,MXN,Normal,NA
27485,17/09/2026,2026,9,Individual,F,M,43,43,NFND,NFD,DM,157800,157800,NA,NA,10,8,SI,MXN,Normal,NA
27484,17/09/2026,2026,9,Individual,M,F,47,54,FND,FND,T,116980,NA,NA,NA,15,1,NA,MXN,Normal,NA
27487,17/09/2026,2026,9,Vida Conjunta,F,M,45,45,FND,FND,T,151950,NA,NA,NA,20,6,NA,MXN,Normal,NA
27500,18/09/2026,2026,9,Vida Conjunta,F,F,41,41,NFND,NFND,V,138740,NA,NA,NA,NA,61,NA,UDI,Normal,NA
27503,18/09/2026,2026,9,Individual,M,M,25,32,NFND,NFD,T,1820100,NA,VARIABLE,0.013,15,4,NA,MXN,Normal,NA
27502,18/09/2026,2026,9,Individual,F,M,43,43,FND,FND,V,2183080,NA,NA,NA,NA,36,NA,UDI,Normal,NA
27504,18/09/2026,2026,9,Individual,F,M,38,38,FND,FND,V,524310,NA,NA,NA,NA,70,NA,USD,Normal,NA
27499,18/09/2026,2026,9,Vida Conjunta,F,F,49,50,FND,FND,DM,2746650,2746650,NA,NA,20,5,SI,MXN,Normal,NA
27501,18/09/2026,2026,9,Individual,M,F,57,64,NFD,NFD,V,767420,NA,NA,NA,NA,51,NA,MXN,Normal,NA
27497,18/09/2026,2026,9,Individual,M,F,43,44,NFND,NFND,V,2858620,NA,NA,NA,NA,67,NA,MXN,Normal,NA
27496,18/09/2026,2026,9,Individual,M,M,34,34,FND,NFND,DM,97210,97210,NA,NA,10,10,SI,MXN,Normal,NA
27495,18/09/2026,2026,9,Individual,F,F,49,49,NFND,FND,V,279580,NA,NA,NA,NA,36,NA,MXN,Normal,NA
27494,18/09/2026,2026,9,Vida Conjunta,M,F,39,31,NFD,FND,T,183360,NA,NA,NA,25,25,NA,MXN,Normal,NA
27498,18/09/2026,2026,9,Individual,M,F,50,55,NFND,NFND,DM,821750,821750,NA,NA,20,1,SI,MXN,Normal,NA
27519,19/09/2026,2026,9,Vida Conjunta,F,M,57,57,NFND,NFND,V,256920,NA,NA,NA,NA,24,NA,MXN,Normal,NA
27518,19/09/2026,2026,9,Individual,F,M,35,35,NFND,NFD,T,216350,NA,NA,NA,20,20,NA,USD,Normal,NA
27517,19/09/2026,2026,9,Vida Conjunta,F,M,29,29,NFND,FND,DM,1651000,1651000,NA,NA,10,9,SI,MXN,Normal,NA
27516,19/09/2026,2026,9,Individual,F,M,39,46,NFND,FD,T,42300,NA,NA,NA,20,20,NA,MXN,Saldado,2043-09-19
27515,19/09/2026,2026,9,Individual,M,M,25,32,FND,FND,T,3193670,NA,NA,NA,15,15,NA,MXN,Normal,NA
27513,19/09/2026,2026,9,Individual,M,M,43,39,FD,FD,V,1020460,NA,NA,NA,NA,12,NA,UDI,Normal,NA
27512,19/09/2026,2026,9,Individual,M,F,57,56,NFND,NFD,V,1019450,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27514,19/09/2026,2026,9,Vida Conjunta,M,M,50,59,NFND,FD,T,619500,NA,NA,NA,5,5,NA,UDI,Saldado,2027-09-19
27510,19/09/2026,2026,9,Individual,F,M,39,47,NFND,FD,DM,1004710,1004710,NA,NA,5,4,SI,MXN,Normal,NA
27509,19/09/2026,2026,9,Vida Conjunta,F,M,31,31,NFD,NFD,T,383590,NA,NA,NA,10,10,NA,MXN,Normal,NA
27508,19/09/2026,2026,9,Vida Conjunta,F,F,54,54,NFND,FND,DM,1076580,1076580,NA,NA,10,3,SI,MXN,Normal,NA
27507,19/09/2026,2026,9,Individual,M,F,47,47,FND,FND,DM,221020,221020,NA,NA,15,15,SI,UDI,Normal,NA
27506,19/09/2026,2026,9,Vida Conjunta,F,M,47,47,FD,NFND,DM,1741480,1741480,NA,NA,5,5,SI,MXN,Normal,NA
27505,19/09/2026,2026,9,Individual,M,M,43,46,FND,FND,T,219130,NA,NA,NA,20,20,NA,UDI,Normal,NA
27511,19/09/2026,2026,9,Individual,M,F,61,63,FD,FD,V,1553390,NA,NA,NA,NA,3,NA,MXN,Normal,NA
27533,20/09/2026,2026,9,Individual,M,M,29,32,FND,FD,DM,385610,359010,NA,NA,20,14,SI,MXN,Normal,NA
27534,20/09/2026,2026,9,Vida Conjunta,F,M,59,57,NFND,NFND,V,263630,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27535,20/09/2026,2026,9,Individual,M,F,26,18,NFND,NFND,T,153610,NA,NA,NA,15,10,NA,UDI,Normal,NA
27536,20/09/2026,2026,9,Individual,M,M,27,25,NFND,NFND,T,145260,NA,NA,NA,15,10,NA,MXN,Normal,NA
27539,20/09/2026,2026,9,Vida Conjunta,F,M,36,26,FD,FD,T,571960,NA,NA,NA,10,10,NA,MXN,Normal,NA
27538,20/09/2026,2026,9,Último Superviviente,F,M,50,50,FND,NFD,V,515670,NA,NA,NA,NA,21,NA,MXN,Normal,NA
27540,20/09/2026,2026,9,Vida Conjunta,F,M,38,38,NFND,NFND,T,1516510,NA,NA,NA,25,25,NA,MXN,Normal,NA
27532,20/09/2026,2026,9,Individual,F,M,33,33,NFND,FD,T,704760,NA,NA,NA,25,25,NA,MXN,Normal,NA
27537,20/09/2026,2026,9,Vida Conjunta,M,M,50,50,NFND,FND,V,132220,NA,NA,NA,NA,13,NA,MXN,Normal,NA
27531,20/09/2026,2026,9,Individual,M,F,38,48,FND,NFD,T,644950,NA,NA,NA,20,1,NA,MXN,Normal,NA
27530,20/09/2026,2026,9,Vida Conjunta,F,F,50,50,FD,FD,V,237900,NA,NA,NA,NA,59,NA,MXN,Normal,NA
27529,20/09/2026,2026,9,Vida Conjunta,M,F,41,41,NFND,NFND,DM,504200,Última,FIJO,0.036,10,10,SI,MXN,Normal,NA
27528,20/09/2026,2026,9,Individual,M,F,57,51,NFND,NFD,V,423220,NA,NA,NA,NA,17,NA,MXN,Normal,NA
27527,20/09/2026,2026,9,Individual,M,F,29,29,NFND,NFND,T,121210,NA,NA,NA,15,15,NA,MXN,Normal,NA
27526,20/09/2026,2026,9,Individual,F,M,35,35,FND,FD,T,318410,NA,NA,NA,10,7,NA,MXN,Normal,NA
27525,20/09/2026,2026,9,Último Superviviente,F,F,37,41,NFND,NFND,DM,603100,603100,NA,NA,20,1,SI,MXN,Normal,NA
27524,20/09/2026,2026,9,Individual,F,M,41,41,FD,FD,T,616420,NA,NA,NA,10,10,NA,MXN,Normal,NA
27523,20/09/2026,2026,9,Vida Conjunta,M,M,31,38,FND,FND,DM,193220,193220,NA,NA,10,10,SI,UDI,Normal,NA
27522,20/09/2026,2026,9,Vida Conjunta,M,F,30,34,NFND,FND,T,546720,NA,NA,NA,15,15,NA,MXN,Normal,NA
27521,20/09/2026,2026,9,Vida Conjunta,F,F,48,57,NFND,FD,T,1599790,NA,NA,NA,5,5,NA,UDI,Normal,NA
27520,20/09/2026,2026,9,Individual,F,M,41,50,NFND,FD,T,94760,NA,NA,NA,15,15,NA,MXN,Normal,NA
27553,21/09/2026,2026,9,Individual,F,M,41,45,FD,FND,T,734430,NA,NA,NA,15,1,NA,MXN,Normal,NA
27552,21/09/2026,2026,9,Individual,F,M,47,47,FND,FND,T,194120,NA,NA,NA,15,12,NA,MXN,Normal,NA
27551,21/09/2026,2026,9,Individual,M,F,30,30,FND,FND,T,986050,NA,VARIABLE,0.021,15,15,NA,MXN,Normal,NA
27550,21/09/2026,2026,9,Vida Conjunta,F,M,49,47,FD,FD,DM,415770,415770,NA,NA,15,1,SI,MXN,Normal,NA
27549,21/09/2026,2026,9,Individual,M,F,43,43,NFD,NFND,V,126700,NA,NA,NA,NA,18,NA,MXN,Normal,NA
27548,21/09/2026,2026,9,Individual,F,M,43,33,NFD,FND,T,5118950,NA,NA,NA,20,20,NA,MXN,Normal,NA
27545,21/09/2026,2026,9,Individual,M,F,41,49,FND,NFND,DM,1809980,1809980,NA,NA,20,20,SI,MXN,Normal,NA
27546,21/09/2026,2026,9,Individual,M,F,46,53,FND,NFND,T,493960,NA,NA,NA,15,12,NA,MXN,Normal,NA
27544,21/09/2026,2026,9,Individual,M,F,38,38,NFD,NFD,T,711730,NA,FIJO,0.032,15,15,NA,MXN,Normal,NA
27543,21/09/2026,2026,9,Individual,M,F,23,23,FND,FD,T,4267670,NA,NA,NA,10,6,NA,MXN,Normal,NA
27542,21/09/2026,2026,9,Último Superviviente,F,M,54,54,NFND,FD,V,1065210,NA,NA,NA,NA,46,NA,MXN,Normal,NA
27541,21/09/2026,2026,9,Individual,F,M,52,52,FD,FND,V,281450,NA,NA,NA,NA,15,NA,MXN,Normal,NA
27547,21/09/2026,2026,9,Individual,M,F,39,39,FND,FND,V,183790,NA,NA,NA,NA,3,NA,MXN,Normal,NA
27562,22/09/2026,2026,9,Individual,F,M,49,53,FD,FND,V,275740,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27566,22/09/2026,2026,9,Vida Conjunta,M,F,51,51,NFND,NFND,V,8000000,NA,NA,NA,NA,1,NA,MXN,Normal,NA
27567,22/09/2026,2026,9,Individual,M,F,47,54,NFND,NFD,V,103890,NA,NA,NA,NA,1,NA,UDI,Normal,NA
27565,22/09/2026,2026,9,Individual,M,F,35,29,NFD,NFD,T,64400,NA,NA,NA,10,10,NA,MXN,Normal,NA
27564,22/09/2026,2026,9,Vida Conjunta,M,F,47,47,FND,FD,T,135060,NA,NA,NA,10,1,NA,MXN,Normal,NA
